,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
2345,1964-088,1964-088-01,1964-088-01-01,1964-088-01-01-01,4/28/1965,1,380 U.S. 650,85 S. Ct. 1192,14 L. Ed. 2d 133,1965 U.S. LEXIS 2293,1964,1408,Warren,138,"BROTHERHOOD OF RAILWAY & STEAMSHIP CLERKS, FREIGHT HANDLERS, EXPRESS & STATION EMPLOYEES v. ASSOCIATION FOR THE BENEFIT OF NON-CONTRACT EMPLOYEES",3/4/1965,,249,,249,,1,83,,0,55,,32,,1,12,2,2,1,3,0,1,0,0,90120,9,1,0,5,4,3,363,,88,90,1,8,1
2346,1964-089,1964-089-01,1964-089-01-01,1964-089-01-01-01,4/5/1965,6,380 U.S. 447,85 S. Ct. 1101,14 L. Ed. 2d 151,1965 U.S. LEXIS 1485,1964,1408,Warren,9,ABERNATHY et al. v. ALABAMA.,10/12/1964,,223,,28,1,1,,,0,302,1,301,1,0,12,,1,1,3,0,1,0,0,20080,2,2,0,7,,,,,,90,1,7,0
2348,1964-091,1964-091-01,1964-091-01-01,1964-091-01-01-01,4/5/1965,6,380 U.S. 449,85 S. Ct. 1101,14 L. Ed. 2d 151,1965 U.S. LEXIS 1487,1964,1408,Warren,148,MCKINNIE et al. v. TENNESSEE,3/8/1965,,223,,28,50,1,,,0,302,50,300,50,0,12,2,1,1,3,0,1,0,0,20080,2,2,0,7,,,,,,90,1,5,4
2349,1964-092,1964-092-01,1964-092-01-01,1964-092-01-01-01,4/29/1965,1,380 U.S. 678,85 S. Ct. 1238,14 L. Ed. 2d 159,1965 U.S. LEXIS 2431,1964,1408,Warren,503,COMMISSIONER OF INTERNAL REVENUE v. ESTATE OF NOEL et al.,4/1/1965,,369,,240,,1,69,,0,9,,23,,0,10,3,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,78,90,1,8,1
2350,1964-093,1964-093-01,1964-093-01-01,1964-093-01-01-01,4/29/1965,1,380 U.S. 685,85 S. Ct. 1242,14 L. Ed. 2d 165,1965 U.S. LEXIS 1344,1964,1408,Warren,115,WARREN TRADING POST CO. v. ARIZONA TAX COMMISSION et al.,3/9/1965,,238,,4,4,2,,,0,302,4,300,4,1,1,2,1,1,4,0,1,0,0,20160,2,2,0,4,,6,600,25 U.S.C. § 261,78,90,1,9,0
2351,1964-094,1964-094-01,1964-094-01-01,1964-094-01-01-01,4/29/1965,1,380 U.S. 693,85 S. Ct. 1246,14 L. Ed. 2d 170,1965 U.S. LEXIS 1345,1964,1408,Warren,294,ONE 1958 PLYMOUTH SEDAN v. PENNSYLVANIA,3/31/1965,,127,,28,45,1,,,0,302,45,300,45,1,10,2,1,1,4,0,1,0,0,10060,1,2,0,7,,5,502,,96,90,1,9,0
2352,1964-095,1964-095-01,1964-095-01-01,1964-095-01-01-01,5/3/1965,1,381 U.S. 1,85 S. Ct. 1271,14 L. Ed. 2d 179,1965 U.S. LEXIS 1304,1964,1408,Warren,86,"ZEMEL v. RUSK, SECRETARY OF STATE, et al.",3/1/1965,,244,,328,,2,28,,1,53,,53,,1,1,9,1,1,2,0,0,0,0,30060,3,1,0,4,1,6,600,22 U.S.C. § 211,90,90,1,6,3
2353,1964-096,1964-096-01,1964-096-01-01,1964-096-01-01-01,5/3/1965,1,381 U.S. 41,85 S. Ct. 1293,14 L. Ed. 2d 205,1965 U.S. LEXIS 2214,1964,1408,Warren,345,"MARYLAND, FOR THE USE OF LEVIN, et al. v. UNITED STATES",3/15/1965,,208,,27,,1,,,0,111,,23,,0,2,3,1,1,2,0,0,0,0,80060,8,2,0,4,,3,374,,91,90,1,8,1
2354,1964-097,1964-097-01,1964-097-01-01,1964-097-01-01-01,5/3/1965,1,381 U.S. 54,85 S. Ct. 1308,14 L. Ed. 2d 214,1965 U.S. LEXIS 2226,1964,1408,Warren,628,UNITED STATES v. MIDLAND-ROSS CORP.,3/31/1965,,27,,240,,1,69,,0,103,,26,,0,2,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,92,90,1,9,0
2355,1964-098,1964-098-01,1964-098-01-01,1964-098-01-01-01,5/3/1965,1,381 U.S. 68,85 S. Ct. 1301,14 L. Ed. 2d 223,1965 U.S. LEXIS 2430,1964,1408,Warren,486,DIXON et al. v. UNITED STATES,3/30/1965,,240,,27,,1,69,,0,96,,22,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,5,4,3,345,,92,90,1,9,0
2356,1964-099,1964-099-01,1964-099-01-01,1964-099-01-01-01,5/3/1965,1,381 U.S. 81,85 S. Ct. 1315,14 L. Ed. 2d 232,1965 U.S. LEXIS 1305,1964,1408,Warren,363,"SIMONS v. MIAMI BEACH FIRST NATIONAL BANK, EXECUTOR",3/10/1965,,253,,102,,1,,,0,302,12,301,12,0,12,2,3,1,2,0,0,0,0,110030,11,3,0,2,,1,143,,92,90,1,7,0
2357,1964-100,1964-100-01,1964-100-01-01,1964-100-01-01-01,5/3/1965,1,381 U.S. 90,85 S. Ct. 1253,14 L. Ed. 2d 239,1965 U.S. LEXIS 2210,1964,1408,Warren,123,FEDERAL POWER COMMISSION v. UNION ELECTRIC CO.,3/2/1965,,352,,148,,1,52,,0,28,,28,,0,11,3,1,1,3,0,1,0,0,80270,8,2,0,4,,3,336,,95,90,1,6,3
2358,1964-101,1964-101-01,1964-101-01-01,1964-101-01-01-01,5/3/1965,6,381 U.S. 124,85 S. Ct. 1364,14 L. Ed. 2d 260,1965 U.S. LEXIS 1306,1964,1408,Warren,179,"CORBETT, GUARDIAN v. STERGIOS, AKA STERYIAKIS",4/27/1965,,129,,153,,2,,,0,302,19,300,19,1,1,2,1,1,3,0,1,0,0,100130,10,2,0,4,,5,509,,,90,1,9,0
2359,1964-102,1964-102-01,1964-102-01-01,1964-102-01-01-01,5/3/1965,2,381 U.S. 126,85 S. Ct. 1321,14 L. Ed. 2d 261,1965 U.S. LEXIS 2291,1964,1408,Warren,923,WATTS et al. v. SEWARD SCHOOL BOARD et al.,,,8,2,21,2,1,117,2,0,302,2,300,2,0,12,2,1,1,5,0,1,0,0,90390,9,2,0,3,,,,,,90,1,9,0
2360,1964-103,1964-103-01,1964-103-01-01,1964-103-01-01-01,5/3/1965,2,381 U.S. 129,85 S. Ct. 1322,14 L. Ed. 2d 263,1965 U.S. LEXIS 1307,1964,1408,Warren,958,PARROT et al. v. CITY OF TALLAHASSEE,,,223,,3,12,1,,,0,302,12,302,12,0,12,,1,1,3,0,1,0,0,20080,2,2,0,3,7,,,,,90,1,9,0
2361,1964-104,1964-104-01,1964-104-01-01,1964-104-01-01-01,5/3/1965,6,381 U.S. 125,85 S. Ct. 1364,14 L. Ed. 2d 284,1965 U.S. LEXIS 2448,1964,1408,Warren,355,SUSSER et al. v. CARVEL CORP. et al.,4/29/1965,,161,,160,,1,,,0,96,,22,,0,12,2,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,90,1,8,0
2363,1964-106,1964-106-01,1964-106-01-01,1964-106-01-01-01,5/17/1965,1,381 U.S. 139,85 S. Ct. 1401,14 L. Ed. 2d 296,1965 U.S. LEXIS 2224,1964,1408,Warren,5 ORIG,UNITED STATES v. CALIFORNIA,12/7/1964,,27,,28,6,9,,,0,,,,,0,1,,,1,,0,1,0,0,100040,10,2,0,4,,3,368,,91,91,1,5,2
2364,1964-107,1964-107-01,1964-107-01-01,1964-107-01-01-01,5/17/1965,1,381 U.S. 214,85 S. Ct. 1365,14 L. Ed. 2d 345,1965 U.S. LEXIS 2427,1964,1408,Warren,347,JABEN v. UNITED STATES,3/9/1965,,100,,27,,2,69,,0,87,,28,,0,1,2,1,1,2,0,0,0,0,10370,1,1,0,4,,3,345,,91,78,1,6,3
2365,1964-108,1964-108-01,1964-108-01-01,1964-108-01-01-01,5/17/1965,1,381 U.S. 233,85 S. Ct. 1379,14 L. Ed. 2d 358,1965 U.S. LEXIS 2428,1964,1408,Warren,489,UNITED STATES v. ATLAS LIFE INSURANCE CO.,3/31/1965,,27,,171,,1,,,0,106,,30,,0,10,3,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,95,90,1,9,0
2366,1964-109,1964-109-01,1964-109-01-01,1964-109-01-01-01,5/17/1965,1,381 U.S. 252,85 S. Ct. 1389,14 L. Ed. 2d 370,1965 U.S. LEXIS 2220,1964,1408,Warren,245,WATERMAN STEAMSHIP CORP. v. UNITED STATES,4/26/1965,,116,,27,,1,,,0,43,,25,,0,2,3,2,1,2,0,0,0,0,120010,12,2,0,4,,6,600,50 U.S.C. § 1742,96,90,1,9,0
2367,1964-110,1964-110-01,1964-110-01-01,1964-110-01-01-01,5/24/1965,1,381 U.S. 279,85 S. Ct. 1459,14 L. Ed. 2d 383,1965 U.S. LEXIS 2285,1964,1408,Warren,482,FEDERAL COMMUNICATIONS COMMISSION v. SCHREIBER et al.,4/27/1965,,338,,254,,1,38,,0,51,,29,,1,10,2,2,1,5,1,1,0,0,90120,9,1,0,4,5,3,326,,90,90,1,9,0
2368,1964-111,1964-111-01,1964-111-01-01,1964-111-01-01-01,5/24/1965,1,381 U.S. 301,85 S. Ct. 1493,14 L. Ed. 2d 398,1965 U.S. LEXIS 2286,1964,1408,Warren,491,"LAMONT, DBA BASIC PAMPHLETS v. POSTMASTER GENERAL",4/26/1965,,211,,412,,2,112,,1,96,,96,,1,1,,1,2,3,0,1,0,0,30010,3,2,0,1,,6,600,39 U.S.C. § 4008,81,90,1,8,0
2369,1964-112,1964-112-01,1964-112-01-01,1964-112-01-01-01,5/24/1965,1,381 U.S. 311,85 S. Ct. 1473,14 L. Ed. 2d 405,1965 U.S. LEXIS 2424,1964,1408,Warren,291,MINNESOTA MINING & MANUFACTURING CO. v. NEW JERSEY WOOD FINISHING CO.,4/29/1965,,147,,147,,1,,,0,92,,23,,0,3,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,310,,88,90,1,5,2
2370,1964-113,1964-113-01,1964-113-01-01,1964-113-01-01-01,5/24/1965,6,381 U.S. 336,85 S. Ct. 1486,14 L. Ed. 2d 422,1965 U.S. LEXIS 1154,1964,1408,Warren,843,CASE v. NEBRASKA,4/28/1965,,215,,28,32,1,,,0,302,32,300,32,0,11,2,1,1,5,0,1,0,0,90390,9,2,0,3,,,,,,90,1,9,0
2371,1964-114,1964-114-01,1964-114-01-01,1964-114-01-01-01,5/17/1965,2,381 U.S. 274,85 S. Ct. 1456,14 L. Ed. 2d 430,1965 U.S. LEXIS 2658,1964,1408,Warren,262,COMMISSIONER OF INTERNAL REVENUE v. COOPER et al.,,,369,,132,,1,,,0,9,,24,,0,12,,1,1,3,0,1,0,0,120040,12,2,0,7,,,,,,90,1,7,2
2372,1964-115,1964-115-01,1964-115-01-01,1964-115-01-01-01,6/1/1965,1,381 U.S. 357,85 S. Ct. 1498,14 L. Ed. 2d 443,1965 U.S. LEXIS 2446,1964,1408,Warren,292,ATLANTIC REFINING CO. v. FEDERAL TRADE COMMISSION,3/30/1965,,198,,357,,1,57,,0,27,,27,,0,3,2,1,1,2,0,0,0,0,90120,9,1,0,5,4,3,337,,88,90,1,6,3
2374,1964-117,1964-117-01,1964-117-01-01,1964-117-01-01-01,6/1/1965,2,381 U.S. 420,85 S. Ct. 1571,14 L. Ed. 2d 476,1965 U.S. LEXIS 1035,1964,1408,Warren,617,"HEARNE et al. v. SMYLIE, GOVERNOR OF IDAHO, et al.",,,251,,19,16,2,,,0,64,,64,,0,1,,2,1,9,0,1,0,0,20090,2,1,0,3,,,,,,90,1,9,0
2375,1964-118,1964-118-01,1964-118-01-01,1964-118-01-01-01,6/1/1965,2,381 U.S. 407,85 S. Ct. 1525,14 L. Ed. 2d 477,1965 U.S. LEXIS 1029,1964,1408,Warren,1152,"SCOTT, TREASURER OF ILLINOIS, et al. v. GERMANO et al.",,,19,17,251,,2,,,1,66,,66,,0,1,,2,1,5,0,1,0,0,20090,2,1,0,3,,,,,,90,1,8,0
2376,1964-119,1964-119-01,1964-119-01-01,1964-119-01-01-01,6/1/1965,2,381 U.S. 431,85 S. Ct. 1582,14 L. Ed. 2d 480,1965 U.S. LEXIS 1037,1964,1408,Warren,1218,"TRAVIA et al. v. LOMENZO, SECRETARY OF STATE OF NEW YORK, et al.",,,19,37,251,,2,,,1,96,,96,,1,1,,2,1,9,0,0,0,0,20090,2,2,0,3,,,,,,90,1,8,1
2377,1964-120,1964-120-01,1964-120-01-01,1964-120-01-01-01,6/7/1965,1,381 U.S. 437,85 S. Ct. 1707,14 L. Ed. 2d 484,1965 U.S. LEXIS 2206,1964,1408,Warren,399,UNITED STATES v. BROWN,3/29/1965,,27,,249,,1,,,0,50,,29,,0,12,3,2,2,2,0,0,0,0,30060,3,2,0,1,,3,351,,90,90,1,5,4
2378,1964-121,1964-121-01,1964-121-01-01,1964-121-01-01-01,6/7/1965,1,381 U.S. 479,85 S. Ct. 1678,14 L. Ed. 2d 510,1965 U.S. LEXIS 2282,1964,1408,Warren,496,GRISWOLD et al. v. CONNECTICUT,3/29/1965,,165,,28,8,2,,,0,302,8,300,8,0,1,2,1,3,3,0,1,0,0,50010,5,2,0,2,,2,230,,81,90,1,7,2
2380,1964-123,1964-123-01,1964-123-01-01,1964-123-01-01-01,6/7/1965,1,381 U.S. 618,85 S. Ct. 1731,14 L. Ed. 2d 601,1965 U.S. LEXIS 2283,1964,1408,Warren,95,"LINKLETTER v. WALKER, WARDEN",3/11/1965,,126,,28,22,1,,,0,75,,25,,0,11,2,1,1,2,0,0,0,0,10040,1,1,0,7,,5,502,,88,90,1,7,2
2381,1964-124,1964-124-01,1964-124-01-01,1964-124-01-01-01,6/7/1965,1,381 U.S. 654,85 S. Ct. 1750,14 L. Ed. 2d 623,1965 U.S. LEXIS 974,1964,1408,Warren,578,"ANGELET v. FAY, WARDEN",3/11/1965,,126,,28,37,1,,,0,96,,22,,1,12,2,1,1,2,0,0,0,0,10040,1,1,0,7,,5,502,,88,90,1,7,2
2382,1964-125,1964-125-01,1964-125-01-01,1964-125-01-01-01,6/7/1965,1,381 U.S. 657,85 S. Ct. 1585,14 L. Ed. 2d 626,1965 U.S. LEXIS 2207,1964,1408,Warren,48,UNITED MINE WORKERS OF AMERICA v. PENNINGTON et al.,1/27/1965,,146,,132,,1,,,0,116,,26,,0,12,2,2,1,4,0,1,0,0,70020,7,1,0,4,,3,367,,95,90,1,9,0
2383,1964-126,1964-126-01,1964-126-01-01,1964-126-01-01-01,6/7/1965,7,381 U.S. 676,85 S. Ct. 1596,14 L. Ed. 2d 640,1965 U.S. LEXIS 2208,1964,1408,Warren,240,"LOCAL UNION NO. 189, AMALGAMATED MEAT CUTTERS & BUTCHER WORKMEN OF NORTH AMERICA, AFL-CIO, et al. v. JEWEL TEA CO., INC.",1/27/1965,,249,,238,,1,,,0,66,,27,,0,12,3,2,1,3,0,1,0,0,70020,7,1,0,4,,3,367,,95,90,1,6,3
2386,1964-129,1964-129-01,1964-129-01-01,1964-129-01-01-01,6/1/1965,2,381 U.S. 415,85 S. Ct. 1572,14 L. Ed. 2d 689,1965 U.S. LEXIS 1034,1964,1408,Warren,935,"JORDAN, SECRETARY OF STATE OF CALIFORNIA, et al. v. SILVER",,,17,6,251,,2,,,0,51,,51,,0,1,2,2,3,2,0,0,0,0,20090,2,2,0,3,,,,,,90,1,9,0
2387,1964-130,1964-130-01,1964-130-01-01,1964-130-01-01-01,6/1/1965,2,381 U.S. 414,85 S. Ct. 1575,14 L. Ed. 2d 692,1965 U.S. LEXIS 2423,1964,1408,Warren,995,KENNECOTT COPPER CORP. v. UNITED STATES,,,187,,27,,2,,,0,96,,96,,0,1,,2,1,2,0,0,0,0,80020,8,2,0,7,,,,,,90,1,6,0
2388,1964-131,1964-131-01,1964-131-01-01,1964-131-01-01-01,6/1/1965,2,381 U.S. 421,85 S. Ct. 1576,14 L. Ed. 2d 693,1965 U.S. LEXIS 1036,1964,1408,Warren,1010,DREWS et al. v. MARYLAND,,,223,,28,25,2,,,0,302,25,300,25,1,1,2,1,1,9,0,0,0,0,20080,2,1,0,3,,,,,,78,1,7,0
2389,1964-132,1964-132-01,1964-132-01-01,1964-132-01-01-01,6/7/1965,2,381 U.S. 760,85 S. Ct. 1796,14 L. Ed. 2d 713,1965 U.S. LEXIS 976,1964,1408,Warren,45,CALIFORNIA v. HURST.,,,28,6,126,,1,,,0,50,,29,,0,12,2,2,1,3,0,1,0,0,10040,1,1,0,7,,5,502,,,90,1,7,2
2392,1965-001,1965-001-01,1965-001-01-01,1965-001-01-01-01,10/11/1965,2,382 U.S. 4,86 S. Ct. 24,15 L. Ed. 2d 2,1965 U.S. LEXIS 516,1965,1409,Warren,85,"WMCA, INC., et al. v. LOMENZO, SECRETARY OF STATE OF NEW YORK, et al.",,,251,,19,37,2,,,1,96,,96,,0,1,,1,1,2,0,0,0,0,20090,2,1,0,3,,,,,,90,1,9,0
2393,1965-002,1965-002-01,1965-002-01-01,1965-002-01-01-01,10/11/1965,2,382 U.S. 1,86 S. Ct. 34,15 L. Ed. 2d 6,1965 U.S. LEXIS 515,1965,1409,Warren,124,"FAIRFAX FAMILY FUND, INC. v. CALIFORNIA",,,135,,28,6,2,,,0,302,6,301,6,0,1,,1,1,9,0,0,0,0,90160,9,1,0,3,,,,,,90,1,8,0
2394,1965-003,1965-003-01,1965-003-01-01,1965-003-01-01-01,10/18/1965,2,382 U.S. 25,86 S. Ct. 153,15 L. Ed. 2d 21,1965 U.S. LEXIS 2216,1965,1409,Warren,919,"GONDECK v. PAN AMERICAN WORLD AIRWAYS, INC., et al.",,,8,60,104,,6,31,,0,58,,25,,0,1,2,1,1,3,0,1,0,0,80050,8,2,0,3,,,,,,90,1,7,1
2395,1965-004,1965-004-01,1965-004-01-01,1965-004-01-01-01,10/18/1965,2,382 U.S. 32,86 S. Ct. 152,15 L. Ed. 2d 26,1965 U.S. LEXIS 449,1965,1409,Warren,123,JONES & LAUGHLIN STEEL CORP. v. GRIDIRON STEEL CO.,,,184,,184,,1,,,0,103,,26,,0,12,9,1,1,4,1,1,0,0,90110,9,2,0,3,4,4,400,,,90,1,9,0
2397,1965-006,1965-006-01,1965-006-01-01,1965-006-01-01-01,10/18/1965,2,382 U.S. 36,86 S. Ct. 151,15 L. Ed. 2d 30,1965 U.S. LEXIS 450,1965,1409,Warren,23 M,JAMES v. LOUISIANA,,,100,,28,22,1,,,0,302,22,300,22,1,12,2,1,1,4,0,1,0,0,10050,1,2,0,2,,2,205,,,90,1,9,0
2400,1965-009,1965-009-01,1965-009-01-01,1965-009-01-01-01,11/8/1965,2,382 U.S. 68,86 S. Ct. 233,15 L. Ed. 2d 143,1965 U.S. LEXIS 2407,1965,1409,Warren,420,RICHMOND TELEVISION CORP. v. UNITED STATES,,,240,,27,,1,,,0,126,,24,,0,12,3,1,1,5,0,1,0,0,90520,9,2,0,3,,,,,,90,1,9,0
2402,1965-011,1965-011-01,1965-011-01-01,1965-011-01-01-01,11/15/1965,1,382 U.S. 87,86 S. Ct. 211,15 L. Ed. 2d 176,1965 U.S. LEXIS 264,1965,1409,Warren,5,SHUTTLESWORTH v. CITY OF BIRMINGHAM,10/11/1965,,223,,3,1,1,,,0,302,1,301,1,0,11,2,1,1,4,0,1,0,0,30150,3,2,0,2,,2,230,,94,90,1,9,0
2404,1965-013,1965-013-01,1965-013-01-01,1965-013-01-01-01,11/22/1965,1,382 U.S. 111,86 S. Ct. 258,15 L. Ed. 2d 194,1965 U.S. LEXIS 2252,1965,1409,Warren,9,"SWIFT & CO., INC., et al. v. WICKHAM, COMMISSIONER OF AGRICULTURE & MARKETS OF NEW YORK",10/13/1965,,158,,19,37,2,4,,1,96,,96,,0,1,9,1,1,9,0,0,1,0,90340,9,1,0,4,,6,600,28 U.S.C. § 1253,91,90,1,6,3
2405,1965-014,1965-014-01,1965-014-01-01,1965-014-01-01-01,11/22/1965,1,382 U.S. 136,86 S. Ct. 279,15 L. Ed. 2d 210,1965 U.S. LEXIS 207,1965,1409,Warren,2,UNITED STATES v. ROMANO et al.,10/14/1965,,27,,118,,1,,,0,53,,22,,0,11,6,2,2,2,0,0,0,0,40010,4,2,0,1,,6,600,26 U.S.C. § 5601,95,90,1,9,0
2406,1965-015,1965-015-01,1965-015-01-01,1965-015-01-01-01,11/22/1965,1,382 U.S. 145,86 S. Ct. 272,15 L. Ed. 2d 217,1965 U.S. LEXIS 2253,1965,1409,Warren,19,"UNITED STEELWORKERS OF AMERICA, AFL-CIO v. R. H. BOULIGNY, INC.",10/21/1965,,249,,151,,1,,,0,100,,24,,0,11,4,1,1,2,0,0,0,0,90500,9,1,0,1,,1,138,,97,90,1,9,0
2407,1965-016,1965-016-01,1965-016-01-01,1965-016-01-01-01,11/22/1965,2,382 U.S. 154,86 S. Ct. 277,15 L. Ed. 2d 223,1965 U.S. LEXIS 2404,1965,1409,Warren,425,SEABOARD AIR LINE RAILROAD CO. et al. v. UNITED STATES et al.,,,231,,27,,2,66,,1,56,,56,,0,1,8,2,1,5,0,1,0,0,80020,8,1,0,5,4,3,343,,,90,1,8,0
2408,1965-017,1965-017-01,1965-017-01-01,1965-017-01-01-01,11/22/1965,2,382 U.S. 158,86 S. Ct. 304,15 L. Ed. 2d 226,1965 U.S. LEXIS 208,1965,1409,Warren,543,UNITED STATES v. MARYLAND FOR THE USE OF MEYER et al.,,,27,,208,,6,,,0,55,,32,,0,1,,2,1,4,0,1,0,0,80060,8,1,1,3,7,,,,,90,1,6,2
2409,1965-018,1965-018-01,1965-018-01-01,1965-018-01-01-01,11/22/1965,2,382 U.S. 159,86 S. Ct. 305,15 L. Ed. 2d 227,1965 U.S. LEXIS 209,1965,1409,Warren,345,MARYLAND FOR THE USE OF LEVIN et al. v. UNITED STATES,,,208,,27,,6,,,0,111,,23,,0,1,,1,1,5,1,1,0,0,90500,9,2,0,3,,,,,,90,1,6,2
2410,1965-019,1965-019-01,1965-019-01-01,1965-019-01-01-01,12/6/1965,1,382 U.S. 162,86 S. Ct. 352,15 L. Ed. 2d 240,1965 U.S. LEXIS 122,1965,1409,Warren,6,HARRIS v. UNITED STATES,10/11/1965,,254,,27,,1,,,0,96,,22,,0,12,2,1,1,4,0,1,1,0,10080,1,2,0,4,,4,401,,81,90,1,5,4
2412,1965-021,1965-021-01,1965-021-01-01,1965-021-01-01-01,12/6/1965,1,382 U.S. 181,86 S. Ct. 327,15 L. Ed. 2d 254,1965 U.S. LEXIS 2249,1965,1409,Warren,7,"HANNA MINING CO. et al. v. DISTRICT 2, MARINE ENGINEERS BENEFICIAL ASSOCIATION, AFL-CIO, et al.",10/12/1965,,116,,249,,1,82,,0,302,58,300,58,0,12,2,2,1,4,0,1,0,0,100020,10,1,0,4,5,3,356,,91,90,1,9,0
2413,1965-022,1965-022-01,1965-022-01-01,1965-022-01-01-01,12/6/1965,2,382 U.S. 198,86 S. Ct. 358,15 L. Ed. 2d 265,1965 U.S. LEXIS 123,1965,1409,Warren,532,ROGERS et al. v. PAUL et al.,,,224,,21,5,1,,,0,47,,28,,0,12,2,1,1,5,0,1,0,0,20050,2,2,0,2,3,2,231,,,90,1,5,0
2414,1965-023,1965-023-01,1965-023-01-01,1965-023-01-01-01,12/6/1965,5,382 U.S. 197,86 S. Ct. 385,15 L. Ed. 2d 268,1965 U.S. LEXIS 2447,1965,1409,Warren,8,UNITED STATES v. HUCK MANUFACTURING CO. et al.,11/15/1965,,27,,184,,2,,,0,81,,81,,0,1,,3,1,2,0,0,0,0,,,3,0,3,,,,,,,1,4,4
2415,1965-024,1965-024-01,1965-024-01-01,1965-024-01-01-01,12/6/1965,2,382 U.S. 204,86 S. Ct. 396,15 L. Ed. 2d 270,1965 U.S. LEXIS 129,1965,1409,Warren,588,SOLOMON v. SOUTH CAROLINA,,,501,,28,48,2,,,0,302,48,300,48,0,1,,1,1,9,0,0,0,0,30160,3,1,0,3,,,,,,90,1,6,1
2416,1965-025,1965-025-01,1965-025-01-01,1965-025-01-01-01,12/20/1965,1,382 U.S. 205,86 S. Ct. 373,15 L. Ed. 2d 272,1965 U.S. LEXIS 2248,1965,1409,Warren,18,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, AFL-CIO, LOCAL 283 v. SCOFIELD et al.",10/20/1965,,249,,247,,1,82,,0,27,,27,,0,3,9,1,1,4,0,1,0,0,90330,9,2,0,3,4,6,600,28 U.S.C. § 1254,90,90,1,9,0
2417,1965-026,1965-026-01,1965-026-01-01,1965-026-01-01-01,12/7/1965,1,382 U.S. 223,86 S. Ct. 360,15 L. Ed. 2d 284,1965 U.S. LEXIS 2225,1965,1409,Warren,21,"UNITED GAS IMPROVEMENT CO. et al. v. CALLERY PROPERTIES, INC., et al.",10/18/1965,,134,,198,,1,52,,0,25,,25,,0,12,3,1,1,3,0,1,0,0,80300,8,2,0,5,4,3,355,,81,90,1,7,1
2420,1965-029,1965-029-01,1965-029-01-01,1965-029-01-01-01,12/8/1965,1,382 U.S. 257,86 S. Ct. 368,15 L. Ed. 2d 308,1965 U.S. LEXIS 2247,1965,1409,Warren,27,GUNTHER v. SAN DIEGO & ARIZONA EASTERN RAILWAY CO.,11/8/1965,,230,,231,,1,101,,0,51,,29,,0,4,2,2,1,4,0,1,0,0,90120,9,1,0,5,4,3,363,,78,90,1,9,0
2421,1965-030,1965-030-01,1965-030-01-01,1965-030-01-01-01,12/13/1965,1,382 U.S. 266,86 S. Ct. 411,15 L. Ed. 2d 314,1965 U.S. LEXIS 2246,1965,1409,Warren,17,"UNITED STATES v. SPEERS, TRUSTEE IN BANKRUPTCY",10/20/1965,,27,,114,,1,,,0,103,,26,,0,2,2,1,1,2,0,0,0,0,120030,12,1,0,4,,3,307,,97,90,1,8,1
2422,1965-031,1965-031-01,1965-031-01-01,1965-031-01-01-01,12/13/1965,2,382 U.S. 281,86 S. Ct. 423,15 L. Ed. 2d 324,1965 U.S. LEXIS 1,1965,1409,Warren,375,PENNSYLVANIA PUBLIC UTILITY COMMISSION v. PENNSYLVANIA RAILROAD CO.,,,4,45,231,,2,117,45,1,110,,110,,0,1,3,2,1,5,0,1,0,0,90340,9,1,0,4,7,6,600,28 U.S.C. § 2281,,90,1,9,0
2423,1965-032,1965-032-01,1965-032-01-01,1965-032-01-01-01,12/13/1965,2,382 U.S. 283,86 S. Ct. 429,15 L. Ed. 2d 327,1965 U.S. LEXIS 2,1965,1409,Warren,523,ALBANESE v. N. v. NEDERL. AMERIK STOOM v. MAATS. et al.,,,145,,116,,1,,,0,96,,22,,0,12,8,1,1,3,0,1,0,0,80040,8,2,0,3,,,,,,90,1,8,0
2424,1965-033,1965-033-01,1965-033-01-01,1965-033-01-01-01,12/13/1965,2,382 U.S. 285,86 S. Ct. 432,15 L. Ed. 2d 330,1965 U.S. LEXIS 3,1965,1409,Warren,610,SORIC v. IMMIGRATION AND NATURALIZATION SERVICE.,,,106,,368,,1,68,,0,27,,27,,0,12,,1,1,5,0,1,0,0,20110,2,2,0,3,,,,,,90,1,9,0
